,session_id,session_started_at,session_ended_at,user_id,device_type,device_browser,device_operating_system,device_language,country,session_duration,session_weekday,day_period,time_btw_sessions
11818,1509076115.0,2023-05-09 10:14:36,2023-05-09 10:57:25,260822274144064,desktop,bing,windows,,FR,0 days 00:42:49,1,morning,
11819,1474052209.0,2023-06-07 02:37:42,2023-06-07 02:56:50,260822274144064,desktop,bing,windows,,FR,0 days 00:19:08,2,night,28 days 15:40:17
11820,511615756.0,2023-05-17 20:59:34,2023-05-17 21:29:05,260885415468710,mobile,yahoo,ios,FR,FR,0 days 00:29:31,2,evening,
11821,1839560710.0,2023-06-25 14:30:21,2023-06-25 15:01:48,260885415468710,mobile,yahoo,ios,FR,FR,0 days 00:31:27,6,afternoon,38 days 17:01:16
11822,1848906216.0,2023-04-20 14:24:01,2023-04-20 14:27:56,260918014835956,mobile,,android,EN,FR,0 days 00:03:55,3,afternoon,
11823,3163506097.0,2023-08-27 09:01:50,2023-08-27 09:06:16,260918014835956,mobile,,android,EN,FR,0 days 00:04:26,6,morning,128 days 18:33:54
11824,1807015372.0,2023-10-12 17:11:08,2023-10-12 17:17:27,260918014835956,mobile,,android,EN,FR,0 days 00:06:19,3,afternoon,46 days 08:04:52
11825,961548781.0,2023-07-03 08:09:45,2023-07-03 09:05:03,261006693818083,mobile,google,android,FR,FR,0 days 00:55:18,0,morning,
11826,1194874960.0,2023-10-22 19:28:58,2023-10-22 19:54:51,261006693818083,mobile,google,android,FR,FR,0 days 00:25:53,6,evening,111 days 10:23:55
11827,3800645579.0,2023-01-23 06:32:23,2023-01-23 07:05:42,261038059885758,mobile,yahoo,android,FR,FR,0 days 00:33:19,0,morning,
11828,853632961.0,2023-03-18 11:20:46,2023-03-18 11:49:03,261038059885758,mobile,yahoo,android,FR,FR,0 days 00:28:17,5,morning,54 days 04:15:04
11829,1886879003.0,2023-09-06 12:06:16,2023-09-06 12:43:11,261038059885758,mobile,yahoo,android,FR,FR,0 days 00:36:55,2,afternoon,172 days 00:17:13
11830,1182713857.0,2023-12-28 21:37:17,2023-12-28 22:21:17,261038059885758,mobile,yahoo,android,FR,FR,0 days 00:44:00,3,evening,113 days 08:54:06
11831,2660601968.0,2023-01-20 14:23:47,2023-01-20 15:19:12,261102458055587,mobile,,android,FR,FR,0 days 00:55:25,4,afternoon,
11832,3125409182.0,2023-03-17 06:40:05,2023-03-17 07:27:40,261102458055587,mobile,,android,FR,FR,0 days 00:47:35,4,morning,55 days 15:20:53
11833,707935107.0,2023-04-23 00:16:21,2023-04-23 00:54:16,261103743587618,mobile,bing,ios,,FR,0 days 00:37:55,6,night,
11834,3164488906.0,2023-07-07 09:28:22,2023-07-07 10:08:23,261103743587618,mobile,bing,ios,,FR,0 days 00:40:01,4,morning,75 days 08:34:06
11835,1722747617.0,2023-08-17 06:20:14,2023-08-17 06:33:46,261103743587618,mobile,bing,ios,,FR,0 days 00:13:32,3,morning,40 days 20:11:51
11836,3575277359.0,2023-10-09 02:50:28,2023-10-09 03:20:55,261103743587618,mobile,bing,ios,,FR,0 days 00:30:27,0,night,52 days 20:16:42
11837,491804857.0,2023-11-25 05:04:10,2023-11-25 05:05:19,261103743587618,mobile,bing,ios,,FR,0 days 00:01:09,5,night,47 days 01:43:15
11838,324120370.0,2023-06-13 06:18:40,2023-06-13 06:51:12,261115785576324,mobile,google,android,Other,FR,0 days 00:32:32,1,morning,
11839,1245889208.0,2023-06-16 08:33:09,2023-06-16 09:16:09,261115785576324,mobile,google,android,Other,FR,0 days 00:43:00,4,morning,3 days 01:41:57
11840,485000891.0,2023-11-02 23:34:34,2023-11-03 00:02:09,261115785576324,mobile,google,android,Other,FR,0 days 00:27:35,3,evening,139 days 14:18:25
11841,2246003411.0,2023-08-17 05:17:05,2023-08-17 05:51:36,261182254570198,,bing,,,FR,0 days 00:34:31,3,night,
11842,2847297670.0,2023-09-28 09:07:41,2023-09-28 09:40:36,261182254570198,,bing,,,FR,0 days 00:32:55,3,morning,42 days 03:16:05
11843,597179898.0,2023-04-15 13:41:03,2023-04-15 13:47:28,261297842969224,mobile,google,ios,FR,FR,0 days 00:06:25,5,afternoon,
11844,1837696922.0,2023-07-14 06:13:59,2023-07-14 07:01:19,261297842969224,mobile,google,ios,FR,FR,0 days 00:47:20,4,morning,89 days 16:26:31
11845,4061352784.0,2023-08-07 06:30:00,2023-08-07 06:40:31,261297842969224,mobile,google,ios,FR,FR,0 days 00:10:31,0,morning,23 days 23:28:41
11846,118276901.0,2023-10-06 05:24:08,2023-10-06 06:10:05,261297842969224,mobile,google,ios,FR,FR,0 days 00:45:57,4,night,59 days 22:43:37
11847,2728321939.0,2023-12-16 06:03:37,2023-12-16 07:01:50,261297842969224,mobile,google,ios,FR,FR,0 days 00:58:13,5,morning,70 days 23:53:32
11848,3198008364.0,2023-03-21 21:48:08,2023-03-21 22:36:47,261384802967540,mobile,google,android,FR,FR,0 days 00:48:39,1,evening,
11849,2826924154.0,2023-06-25 11:19:21,2023-06-25 12:16:48,261384802967540,mobile,google,android,FR,FR,0 days 00:57:27,6,morning,95 days 12:42:34
11850,3083892170.0,2023-01-31 02:31:07,2023-01-31 02:55:29,261522037593201,desktop,yahoo,windows,,FR,0 days 00:24:22,1,night,
11851,3909963847.0,2023-04-23 02:53:22,2023-04-23 03:45:16,261522037593201,desktop,yahoo,windows,,FR,0 days 00:51:54,6,night,81 days 23:57:53
11852,3973502163.0,2023-05-03 06:03:10,2023-05-03 06:52:41,261522037593201,desktop,yahoo,windows,,FR,0 days 00:49:31,2,morning,10 days 02:17:54
11853,1679484458.0,2023-10-31 00:39:40,2023-10-31 00:52:37,261522037593201,desktop,yahoo,windows,,FR,0 days 00:12:57,1,night,180 days 17:46:59
11854,9418472.0,2023-07-18 17:08:55,2023-07-18 18:02:30,261545227775226,mobile,,ios,EN,FR,0 days 00:53:35,1,afternoon,
11855,2433548107.0,2023-08-01 03:37:31,2023-08-01 04:35:05,261545227775226,mobile,,ios,EN,FR,0 days 00:57:34,1,night,13 days 09:35:01
11856,661368753.0,2023-10-12 04:54:12,2023-10-12 05:13:26,261545227775226,mobile,,ios,EN,FR,0 days 00:19:14,3,night,72 days 00:19:07
11857,4040877105.0,2023-11-12 06:17:09,2023-11-12 06:44:00,261545227775226,mobile,,ios,EN,FR,0 days 00:26:51,6,morning,31 days 01:03:43
11858,1096630275.0,2023-08-24 04:12:56,2023-08-24 04:32:35,261797183229275,mobile,bing,ios,EN,FR,0 days 00:19:39,3,night,
11859,1582993041.0,2023-09-16 03:37:18,2023-09-16 03:46:30,261797183229275,mobile,bing,ios,EN,FR,0 days 00:09:12,5,night,22 days 23:04:43
11860,59309983.0,2023-11-22 03:29:23,2023-11-22 03:57:18,261836658824733,desktop,google,windows,,FR,0 days 00:27:55,2,night,
11861,3385652306.0,2023-02-02 23:17:04,2023-02-02 23:18:02,261854056856408,mobile,google,ios,FR,,0 days 00:00:58,3,evening,
11862,2278507277.0,2023-06-13 16:21:43,2023-06-13 17:20:50,261854056856408,mobile,google,ios,FR,,0 days 00:59:07,1,afternoon,130 days 17:03:41
11863,4154091608.0,2023-11-13 12:02:42,2023-11-13 12:09:35,261854056856408,mobile,google,ios,FR,,0 days 00:06:53,0,afternoon,152 days 18:41:52
11864,1502248450.0,2023-04-21 10:38:29,2023-04-21 11:24:45,261855813003318,mobile,yahoo,ios,FR,FR,0 days 00:46:16,4,morning,
11865,2776189564.0,2023-08-31 10:40:53,2023-08-31 11:04:50,261855813003318,mobile,yahoo,ios,FR,FR,0 days 00:23:57,3,morning,131 days 23:16:08
11866,1369505446.0,2023-09-23 01:16:13,2023-09-23 02:12:34,261855813003318,mobile,yahoo,ios,FR,FR,0 days 00:56:21,5,night,22 days 14:11:23
11867,3374428048.0,2023-02-17 13:44:19,2023-02-17 14:09:03,262099122851722,mobile,google,android,FR,FR,0 days 00:24:44,4,afternoon,
11868,2523205104.0,2023-04-24 13:07:01,2023-04-24 13:13:07,262099122851722,mobile,google,android,FR,FR,0 days 00:06:06,0,afternoon,65 days 22:57:58
11869,69830960.0,2023-06-02 05:05:55,2023-06-02 05:51:35,262099122851722,mobile,google,android,FR,FR,0 days 00:45:40,4,night,38 days 15:52:48
11870,220992211.0,2023-06-13 09:32:06,2023-06-13 10:26:29,262099122851722,mobile,google,android,FR,FR,0 days 00:54:23,1,morning,11 days 03:40:31
11871,3759595394.0,2023-07-21 22:31:49,2023-07-21 23:30:13,262099122851722,mobile,google,android,FR,FR,0 days 00:58:24,4,evening,38 days 12:05:20
11872,2326559746.0,2023-09-23 08:58:08,2023-09-23 09:50:52,262099122851722,mobile,google,android,FR,FR,0 days 00:52:44,5,morning,63 days 09:27:55
11873,4030826178.0,2023-12-18 14:37:18,2023-12-18 15:33:21,262099122851722,mobile,google,android,FR,FR,0 days 00:56:03,0,afternoon,86 days 04:46:26
11874,170149261.0,2023-12-27 23:31:19,2023-12-27 23:55:25,262099122851722,mobile,google,android,FR,FR,0 days 00:24:06,2,evening,9 days 07:57:58
11875,8046506.0,2023-03-14 20:24:55,2023-03-14 20:46:27,262103169821786,,google,,,UK,0 days 00:21:32,1,evening,
11876,2835414074.0,2023-04-30 20:19:15,2023-04-30 20:24:56,262103169821786,,google,,,UK,0 days 00:05:41,6,evening,46 days 23:32:48
11877,2390945893.0,2023-07-06 01:14:39,2023-07-06 01:35:25,262103169821786,,google,,,UK,0 days 00:20:46,3,night,66 days 04:49:43
11878,2327085263.0,2023-10-05 23:27:43,2023-10-05 23:40:10,262103169821786,,google,,,UK,0 days 00:12:27,3,evening,91 days 21:52:18
11879,1262916788.0,2023-11-11 14:01:28,2023-11-11 14:08:21,262103169821786,,google,,,UK,0 days 00:06:53,5,afternoon,36 days 14:21:18
11880,3534096544.0,2023-05-08 06:21:58,2023-05-08 07:09:05,262128959975083,desktop,,windows,,FR,0 days 00:47:07,0,morning,
11881,3799144612.0,2023-11-21 18:18:16,2023-11-21 18:23:44,262128959975083,desktop,,windows,,FR,0 days 00:05:28,1,evening,197 days 11:09:11
11882,2990690245.0,2023-03-29 07:38:01,2023-03-29 08:11:43,262132978640174,mobile,,ios,FR,FR,0 days 00:33:42,2,morning,
11883,284388819.0,2023-05-04 13:17:18,2023-05-04 13:58:44,262132978640174,mobile,,ios,FR,FR,0 days 00:41:26,3,afternoon,36 days 05:05:35
11884,3892694616.0,2023-09-01 06:49:08,2023-09-01 07:03:19,262132978640174,mobile,,ios,FR,FR,0 days 00:14:11,4,morning,119 days 16:50:24
11885,2007677655.0,2023-02-10 15:48:06,2023-02-10 16:40:27,262138558280139,mobile,bing,ios,FR,FR,0 days 00:52:21,4,afternoon,
11886,1303623717.0,2023-11-19 03:09:05,2023-11-19 04:07:49,262138558280139,mobile,bing,ios,FR,FR,0 days 00:58:44,6,night,281 days 10:28:38
11887,1619711151.0,2023-05-10 06:04:07,2023-05-10 06:39:18,262173043745840,desktop,google,windows,,FR,0 days 00:35:11,2,morning,
11888,3485956022.0,2023-01-03 04:34:05,2023-01-03 05:06:24,262176510184561,desktop,google,windows,,FR,0 days 00:32:19,1,night,
11889,126557977.0,2023-03-28 02:22:11,2023-03-28 02:33:45,262176510184561,desktop,google,windows,,FR,0 days 00:11:34,1,night,83 days 21:15:47
11890,2228247813.0,2023-09-16 11:36:11,2023-09-16 12:20:05,262176510184561,desktop,google,windows,,FR,0 days 00:43:54,5,morning,172 days 09:02:26
11891,3185528334.0,2023-03-07 02:19:57,2023-03-07 02:26:30,262193732420667,mobile,google,android,Other,FR,0 days 00:06:33,1,night,
11892,2969802874.0,2023-12-07 12:49:37,2023-12-07 13:17:29,262193732420667,mobile,google,android,Other,FR,0 days 00:27:52,3,afternoon,275 days 10:23:07
11893,2437281885.0,2023-11-13 18:26:59,2023-11-13 18:45:37,262276514585745,mobile,google,android,EN,FR,0 days 00:18:38,0,evening,
11894,3238687522.0,2023-02-14 22:59:31,2023-02-14 23:18:10,262282863422060,mobile,yahoo,ios,FR,,0 days 00:18:39,1,evening,
11895,1669917056.0,2023-05-01 01:54:18,2023-05-01 02:37:11,262282863422060,mobile,yahoo,ios,FR,,0 days 00:42:53,0,night,75 days 02:36:08
11896,2485294912.0,2023-07-12 02:26:03,2023-07-12 02:46:24,262282863422060,mobile,yahoo,ios,FR,,0 days 00:20:21,2,night,71 days 23:48:52
11897,4239895164.0,2023-10-26 21:40:56,2023-10-26 22:38:59,262282863422060,mobile,yahoo,ios,FR,,0 days 00:58:03,3,evening,106 days 18:54:32
11898,1347762248.0,2023-01-30 20:31:37,2023-01-30 21:16:05,262305689188313,mobile,google,ios,FR,FR,0 days 00:44:28,0,evening,
11899,2760246927.0,2023-04-10 14:19:11,2023-04-10 14:58:31,262305689188313,mobile,google,ios,FR,FR,0 days 00:39:20,0,afternoon,69 days 17:03:06
11900,3618935746.0,2023-06-19 18:11:27,2023-06-19 18:26:28,262305689188313,mobile,google,ios,FR,FR,0 days 00:15:01,0,evening,70 days 03:12:56
11901,276733884.0,2023-06-29 11:43:01,2023-06-29 11:53:59,262305689188313,mobile,google,ios,FR,FR,0 days 00:10:58,3,morning,9 days 17:16:33
11902,3741133392.0,2023-08-28 03:35:46,2023-08-28 04:04:54,262305689188313,mobile,google,ios,FR,FR,0 days 00:29:08,0,night,59 days 15:41:47
11903,3554834191.0,2023-12-17 21:32:56,2023-12-17 22:04:49,262305689188313,mobile,google,ios,FR,FR,0 days 00:31:53,6,evening,111 days 17:28:02
11904,2479341829.0,2023-03-14 21:23:59,2023-03-14 22:22:30,262307003157504,desktop,bing,windows,,FR,0 days 00:58:31,1,evening,
11905,626336552.0,2023-05-22 00:17:37,2023-05-22 00:39:17,262307003157504,desktop,bing,windows,,FR,0 days 00:21:40,0,night,68 days 01:55:07
11906,1936963912.0,2023-06-10 17:01:48,2023-06-10 17:22:31,262319399312797,mobile,google,ios,Other,FR,0 days 00:20:43,5,afternoon,
11907,3971744142.0,2023-09-01 03:36:32,2023-09-01 04:25:46,262319399312797,mobile,google,ios,Other,FR,0 days 00:49:14,4,night,82 days 10:14:01
11908,235316616.0,2023-10-25 16:09:39,2023-10-25 16:33:04,262319399312797,mobile,google,ios,Other,FR,0 days 00:23:25,2,afternoon,54 days 11:43:53
11909,2274159262.0,2023-11-01 18:54:40,2023-11-01 19:02:53,262319399312797,mobile,google,ios,Other,FR,0 days 00:08:13,2,evening,7 days 02:21:36
11910,3800486208.0,2023-02-13 07:29:32,2023-02-13 07:43:59,262344158881986,desktop,google,windows,,FR,0 days 00:14:27,0,morning,
11911,3852396307.0,2023-08-21 02:40:40,2023-08-21 03:21:26,262344158881986,desktop,google,windows,,FR,0 days 00:40:46,0,night,188 days 18:56:41
11912,2714042446.0,2023-10-20 17:58:13,2023-10-20 18:09:59,262344158881986,desktop,google,windows,,FR,0 days 00:11:46,4,afternoon,60 days 14:36:47
11913,3420526710.0,2023-10-22 05:15:01,2023-10-22 06:10:10,262344158881986,desktop,google,windows,,FR,0 days 00:55:09,6,night,1 days 11:05:02
11914,952026277.0,2023-12-04 14:23:44,2023-12-04 14:45:25,262374576847504,mobile,bing,ios,FR,FR,0 days 00:21:41,0,afternoon,
11915,4197730252.0,2023-04-20 20:47:21,2023-04-20 21:07:24,262388672071033,desktop,google,windows,,FR,0 days 00:20:03,3,evening,
11916,236676375.0,2023-05-25 18:47:28,2023-05-25 19:05:02,262388672071033,desktop,google,windows,,FR,0 days 00:17:34,3,evening,34 days 21:40:04
11917,4046321953.0,2023-07-22 13:35:54,2023-07-22 14:11:51,262388672071033,desktop,google,windows,,FR,0 days 00:35:57,5,afternoon,57 days 18:30:52
11918,3100372575.0,2023-10-31 23:09:14,2023-10-31 23:47:59,262388672071033,desktop,google,windows,,FR,0 days 00:38:45,1,evening,101 days 08:57:23
11919,2633768421.0,2023-11-01 10:14:41,2023-11-01 10:34:04,262388672071033,desktop,google,windows,,FR,0 days 00:19:23,2,morning,0 days 10:26:42
11920,215865464.0,2023-04-10 07:16:12,2023-04-10 07:46:06,262412405440068,desktop,,windows,,FR,0 days 00:29:54,0,morning,
11921,1481663275.0,2023-06-10 00:57:45,2023-06-10 01:18:19,262412405440068,desktop,,windows,,FR,0 days 00:20:34,5,night,60 days 17:11:39
11922,2730817397.0,2023-11-21 15:12:09,2023-11-21 15:24:48,262418467228396,desktop,google,windows,,FR,0 days 00:12:39,1,afternoon,
11923,2724404342.0,2023-12-11 16:32:04,2023-12-11 17:14:24,262418467228396,desktop,google,windows,,FR,0 days 00:42:20,0,afternoon,20 days 01:07:16
11924,66090524.0,2023-01-26 14:04:00,2023-01-26 14:04:35,262443342918758,mobile,,android,FR,FR,0 days 00:00:35,3,afternoon,
11925,1426080154.0,2023-08-10 11:04:47,2023-08-10 11:38:54,262443342918758,mobile,,android,FR,FR,0 days 00:34:07,3,morning,195 days 21:00:12
11926,686726862.0,2023-11-01 07:28:29,2023-11-01 07:47:11,262443342918758,mobile,,android,FR,FR,0 days 00:18:42,2,morning,82 days 19:49:35
11927,337076725.0,2023-11-08 09:04:02,2023-11-08 09:49:45,262443342918758,mobile,,android,FR,FR,0 days 00:45:43,2,morning,7 days 01:16:51
11928,3247814714.0,2023-11-21 01:10:08,2023-11-21 01:13:40,262443342918758,mobile,,android,FR,FR,0 days 00:03:32,1,night,12 days 15:20:23
11929,1219837183.0,2023-01-01 13:42:18,2023-01-01 14:30:49,262465511703013,mobile,yahoo,ios,FR,FR,0 days 00:48:31,6,afternoon,
11930,1181045778.0,2023-11-18 02:55:30,2023-11-18 03:35:05,262465511703013,mobile,yahoo,ios,FR,FR,0 days 00:39:35,5,night,320 days 12:24:41
11931,1164025735.0,2023-03-22 06:20:12,2023-03-22 06:48:32,262488060425555,mobile,,ios,FR,,0 days 00:28:20,2,morning,
11932,1675801277.0,2023-08-04 17:32:37,2023-08-04 17:49:57,262488060425555,mobile,,ios,FR,,0 days 00:17:20,4,afternoon,135 days 10:44:05
11933,662482932.0,2023-08-26 13:12:24,2023-08-26 13:29:55,262488060425555,mobile,,ios,FR,,0 days 00:17:31,5,afternoon,21 days 19:22:27
11934,4066670436.0,2023-08-30 13:58:53,2023-08-30 14:20:06,262488060425555,mobile,,ios,FR,,0 days 00:21:13,2,afternoon,4 days 00:28:58
11935,745967756.0,2023-06-29 07:18:27,2023-06-29 07:34:55,262491013356262,desktop,yahoo,windows,,FR,0 days 00:16:28,3,morning,
11936,1908521199.0,2023-07-21 05:40:27,2023-07-21 05:56:18,262491013356262,desktop,yahoo,windows,,FR,0 days 00:15:51,4,night,21 days 22:05:32
11937,2678449553.0,2023-02-21 09:22:00,2023-02-21 09:53:18,262499180800446,mobile,google,ios,FR,FR,0 days 00:31:18,1,morning,
11938,1039425026.0,2023-02-02 01:45:38,2023-02-02 02:43:57,262577499475782,mobile,bing,ios,EN,FR,0 days 00:58:19,3,night,
11939,324304328.0,2023-04-06 22:36:21,2023-04-06 23:21:48,262577499475782,mobile,bing,ios,EN,FR,0 days 00:45:27,3,evening,63 days 19:52:24
11940,140120837.0,2023-08-13 17:10:34,2023-08-13 17:55:06,262577499475782,mobile,bing,ios,EN,FR,0 days 00:44:32,6,afternoon,128 days 17:48:46
11941,3320860219.0,2023-08-28 09:36:34,2023-08-28 09:47:49,262577499475782,mobile,bing,ios,EN,FR,0 days 00:11:15,0,morning,14 days 15:41:28
11942,2616753921.0,2023-12-05 22:42:09,2023-12-05 23:31:16,262577499475782,mobile,bing,ios,EN,FR,0 days 00:49:07,1,evening,99 days 12:54:20
11943,1899923557.0,2023-12-29 22:55:06,2023-12-29 23:06:40,262577499475782,mobile,bing,ios,EN,FR,0 days 00:11:34,4,evening,23 days 23:23:50
11944,116816845.0,2023-02-07 23:49:58,2023-02-08 00:31:43,262692370196604,desktop,google,windows,,FR,0 days 00:41:45,1,evening,
11945,1471885128.0,2023-03-08 17:53:53,2023-03-08 18:20:56,262692370196604,desktop,google,windows,,FR,0 days 00:27:03,2,afternoon,28 days 17:22:10
11946,3772560426.0,2023-07-14 15:09:22,2023-07-14 16:08:44,262692370196604,desktop,google,windows,,FR,0 days 00:59:22,4,afternoon,127 days 20:48:26
11947,734888462.0,2023-10-03 11:34:55,2023-10-03 12:29:13,262692370196604,desktop,google,windows,,FR,0 days 00:54:18,1,morning,80 days 19:26:11
11948,944074890.0,2023-10-14 18:03:32,2023-10-14 18:11:16,262692370196604,desktop,google,windows,,FR,0 days 00:07:44,5,evening,11 days 05:34:19
11949,2069178747.0,2023-10-17 09:50:16,2023-10-17 10:43:16,262692370196604,desktop,google,windows,,FR,0 days 00:53:00,1,morning,2 days 15:39:00
11950,3867982901.0,2023-01-13 19:32:21,2023-01-13 20:28:46,262708627977945,mobile,google,ios,EN,FR,0 days 00:56:25,4,evening,
11951,1129343843.0,2023-05-09 07:33:14,2023-05-09 07:51:17,262708627977945,mobile,google,ios,EN,FR,0 days 00:18:03,1,morning,115 days 11:04:28
11952,985022279.0,2023-06-23 21:29:43,2023-06-23 22:03:14,262708627977945,mobile,google,ios,EN,FR,0 days 00:33:31,4,evening,45 days 13:38:26
11953,3764398890.0,2023-07-13 20:33:55,2023-07-13 20:34:39,262708627977945,mobile,google,ios,EN,FR,0 days 00:00:44,3,evening,19 days 22:30:41
11954,1347140943.0,2023-08-29 05:30:20,2023-08-29 06:05:03,262708627977945,mobile,google,ios,EN,FR,0 days 00:34:43,1,night,46 days 08:55:41
11955,,2023-07-08 10:02:23,2023-07-08 10:32:38,262757737614841,mobile,,,FR,FR,0 days 00:30:15,5,morning,
11956,,2023-07-18 01:26:33,2023-07-18 02:07:54,262757737614841,mobile,,,FR,FR,0 days 00:41:21,1,night,9 days 14:53:55
11957,,2023-11-09 16:10:57,2023-11-09 16:51:02,262757737614841,mobile,,,FR,FR,0 days 00:40:05,3,afternoon,114 days 14:03:03
11958,,2023-12-29 03:44:58,2023-12-29 04:07:54,262757737614841,mobile,,,FR,FR,0 days 00:22:56,4,night,49 days 10:53:56
11959,526155331.0,2023-03-27 05:31:20,2023-03-27 06:18:28,262903597681377,mobile,bing,ios,FR,FR,0 days 00:47:08,0,night,
11960,2422234540.0,2023-07-25 19:48:50,2023-07-25 20:16:00,262903597681377,mobile,bing,ios,FR,FR,0 days 00:27:10,1,evening,120 days 13:30:22
11961,2639991712.0,2023-01-03 17:32:13,2023-01-03 18:11:37,262965461586816,mobile,google,ios,EN,FR,0 days 00:39:24,1,afternoon,
11962,459499128.0,2023-05-15 12:05:10,2023-05-15 12:10:50,262965461586816,mobile,google,ios,EN,FR,0 days 00:05:40,0,afternoon,131 days 17:53:33
11963,4051467426.0,2023-07-10 13:23:43,2023-07-10 14:10:54,262965461586816,mobile,google,ios,EN,FR,0 days 00:47:11,0,afternoon,56 days 01:12:53
11964,2330550642.0,2023-07-18 22:22:54,2023-07-18 22:58:00,262965461586816,mobile,google,ios,EN,FR,0 days 00:35:06,1,evening,8 days 08:12:00
11965,636707598.0,2023-07-25 09:04:34,2023-07-25 09:46:50,262987713012074,mobile,google,android,FR,FR,0 days 00:42:16,1,morning,
11966,,2023-02-24 12:11:39,2023-02-24 12:52:09,262994044482135,desktop,google,windows,,FR,0 days 00:40:30,4,afternoon,
11967,,2023-06-20 22:53:09,2023-06-20 23:22:52,262994044482135,desktop,google,windows,,FR,0 days 00:29:43,1,evening,116 days 10:01:00
11968,,2023-11-09 17:13:18,2023-11-09 17:49:41,262994044482135,desktop,google,windows,,FR,0 days 00:36:23,3,afternoon,141 days 17:50:26
11969,,2023-12-26 01:33:58,2023-12-26 01:44:47,262994044482135,desktop,google,windows,,FR,0 days 00:10:49,1,night,46 days 07:44:17
11970,3266522649.0,2023-02-11 03:39:32,2023-02-11 04:37:27,263026820838999,mobile,yahoo,android,FR,FR,0 days 00:57:55,5,night,
11971,1922489682.0,2023-02-11 18:40:30,2023-02-11 19:13:18,263026820838999,mobile,yahoo,android,FR,FR,0 days 00:32:48,5,evening,0 days 14:03:03
11972,1571292067.0,2023-02-24 22:45:45,2023-02-24 22:56:01,263026820838999,mobile,yahoo,android,FR,FR,0 days 00:10:16,4,evening,13 days 03:32:27
11973,2234137574.0,2023-02-09 08:10:48,2023-02-09 08:40:43,263034502039879,mobile,google,ios,FR,FR,0 days 00:29:55,3,morning,
11974,466876957.0,2023-12-19 19:46:34,2023-12-19 20:05:22,263072737552220,mobile,google,android,Other,FR,0 days 00:18:48,1,evening,
11975,1788639616.0,2023-11-10 12:59:26,2023-11-10 13:21:33,263152537034910,mobile,bing,android,FR,FR,0 days 00:22:07,4,afternoon,
11976,1500880359.0,2023-02-24 16:14:29,2023-02-24 17:08:52,263176633219523,mobile,,ios,FR,FR,0 days 00:54:23,4,afternoon,
11977,3759196387.0,2023-11-26 15:25:45,2023-11-26 16:23:26,263176633219523,mobile,,ios,FR,FR,0 days 00:57:41,6,afternoon,274 days 22:16:53
11978,3788172289.0,2023-02-12 03:10:06,2023-02-12 03:40:19,263236482143190,mobile,,ios,EN,FR,0 days 00:30:13,6,night,
11979,1261115822.0,2023-02-16 03:00:03,2023-02-16 03:16:31,263236482143190,mobile,,ios,EN,FR,0 days 00:16:28,3,night,3 days 23:19:44
11980,2685223734.0,2023-07-23 09:32:49,2023-07-23 09:55:45,263236482143190,mobile,,ios,EN,FR,0 days 00:22:56,6,morning,157 days 06:16:18
11981,3684472559.0,2023-09-07 02:13:41,2023-09-07 02:31:51,263236482143190,mobile,,ios,EN,FR,0 days 00:18:10,3,night,45 days 16:17:56
11982,1406832662.0,2023-09-10 02:43:35,2023-09-10 03:27:21,263236482143190,mobile,,ios,EN,FR,0 days 00:43:46,6,night,3 days 00:11:44
11983,991878832.0,2023-10-17 16:40:38,2023-10-17 16:50:40,263236482143190,mobile,,ios,EN,FR,0 days 00:10:02,1,afternoon,37 days 13:13:17
11984,50156803.0,2023-07-08 08:50:46,2023-07-08 09:32:04,263282062449261,desktop,bing,windows,,FR,0 days 00:41:18,5,morning,
11985,1557278782.0,2023-12-03 03:46:11,2023-12-03 04:11:51,263282062449261,desktop,bing,windows,,FR,0 days 00:25:40,6,night,147 days 18:14:07
11986,,2023-06-12 00:12:24,2023-06-12 01:10:42,263289077948174,mobile,google,ios,,FR,0 days 00:58:18,0,night,
11987,,2023-10-05 22:41:27,2023-10-05 23:20:00,263289077948174,mobile,google,ios,,FR,0 days 00:38:33,3,evening,115 days 21:30:45
11988,,2023-12-10 02:25:47,2023-12-10 03:06:10,263289077948174,mobile,google,ios,,FR,0 days 00:40:23,6,night,65 days 03:05:47
11989,,2023-12-27 17:44:48,2023-12-27 17:48:22,263289077948174,mobile,google,ios,,FR,0 days 00:03:34,2,afternoon,17 days 14:38:38
11990,3776476670.0,2023-06-25 14:21:21,2023-06-25 15:03:09,263293566069866,mobile,bing,android,FR,FR,0 days 00:41:48,6,afternoon,
11991,695996937.0,2023-06-02 08:49:26,2023-06-02 08:58:20,263324249143434,mobile,google,android,FR,FR,0 days 00:08:54,4,morning,
11992,1444770575.0,2023-06-05 03:34:10,2023-06-05 04:32:46,263324249143434,mobile,google,android,FR,FR,0 days 00:58:36,0,night,2 days 18:35:50
11993,3989081719.0,2023-12-18 06:13:37,2023-12-18 06:44:26,263324249143434,mobile,google,android,FR,FR,0 days 00:30:49,0,morning,196 days 01:40:51
11994,2928323733.0,2023-12-26 21:45:11,2023-12-26 22:00:27,263324249143434,mobile,google,android,FR,FR,0 days 00:15:16,1,evening,8 days 15:00:45
11995,2360433790.0,2023-03-09 18:20:51,2023-03-09 18:58:49,263360093956949,mobile,,android,FR,FR,0 days 00:37:58,3,evening,
11996,701555906.0,2023-09-17 11:17:52,2023-09-17 11:32:29,263360093956949,mobile,,android,FR,FR,0 days 00:14:37,6,morning,191 days 16:19:03
